Near_Miss_ID,Date,Refinery_Unit,Equipment_ID,Work_Type,Department,Near_Miss_Description,PPE_NonCompliance,Supervisor_Negligence,Maintenance_Delay_or_Issue,Repeated_Issue_Ignored,Previous_Similar_Reports,Immediate_Cause,Potential_Consequence,Risk_Level,Corrective_Action,Action_Status,High_Potential_Near_Miss,source_sheet
08_3-004,2025-06-18,Utilities,V-215,Work at Height,Operations,Lifting operation continued despite unsafe weather conditions | Emergency shutdown button was defective and replacement was delayed | Gas detector abnormal readings had generated repeated reports,False,True,True,True,1,Equipment degradation,Fire,Medium,Repair/replace defective equipment,Overdue,0,08_3Factor_2
08_3-005,2024-09-30,VDU,P-305,Inspection,Operations,Maintenance continued without confirmed isolation | Pressure safety valve inspection was overdue | Valve leakage had repeatedly been treated only with temporary packing adjustment,False,True,True,True,1,Unsafe condition,Lost-time injury,High,Increase supervisory monitoring,Closed,0,08_3Factor_2
08_3-006,2025-04-20,Hydrotreating Unit,P-305,Routine Operation,Electrical Maintenance,Minor leakage was observed but work was allowed to continue | Gas detector gave intermittent readings and maintenance ticket remained open | Emergency shower low pressure had been reported repeatedly,False,True,True,True,0,Corrective action not closed,Lost-time injury,Medium,Increase supervisory monitoring,Closed,0,08_3Factor_2
08_3-007,2025-11-05,Sulfur Recovery Unit,CDU-LINE-14,Hot Work,Operations,Maintenance continued without confirmed isolation | Hydrocarbon leakage from process pipeline flange remained pending for repair | Oil accumulation near pump had generated repeated housekeeping complaints,False,True,True,True,0,Deferred maintenance,Minor injury,Low,Complete overdue inspection,Open,0,08_3Factor_2
08_3-008,2025-02-10,Maintenance Area,PSV-114,Hot Work,Instrumentation,Maintenance continued without confirmed isolation | Corrosion on process pipeline was identified but repair was deferred | Compressor abnormal vibration had been reported three times,False,True,True,True,4,Unsafe act,Equipment damage,Low,Repair/replace defective equipment,Open,0,08_3Factor_2
08_3-009,2026-03-02,FCC,P-204,Breakdown Maintenance,Mechanical Maintenance,Lifting operation continued despite unsafe weather conditions | Repeated mechanical seal leakage was deferred to shutdown | Emergency shower low pressure had been reported repeatedly,False,True,True,True,1,Inadequate supervision,Lost-time injury,High,Review permit and JSA,Overdue,0,08_3Factor_2
08_3-010,2024-09-17,Loading Bay,V-215,Material Handling,Contractor,Supervisor observed missing PPE but allowed work to continue | Emergency shutdown button was defective and replacement was delayed | Bearing temperature had repeatedly been reported as abnormal,False,True,True,True,2,Unsafe condition,Fire,Low,Complete overdue inspection,In Progress,0,08_3Factor_2
08_3-011,2025-01-06,Hydrogen Unit,C-204,Confined Space,Electrical Maintenance,Lifting operation continued despite unsafe weather conditions | Pressure safety valve inspection was overdue | Pump leakage had been reported twice previously,False,True,True,True,4,Equipment degradation,Minor injury,Low,Implement permanent corrective action,Closed,0,08_3Factor_2
08_3-012,2026-07-13,Utilities,C-204,Hot Work,Operations,Hot work continued before required gas test was completed | Damaged electrical cable received only temporary protection | Poor lighting had been reported repeatedly,False,True,True,True,3,Corrective action not closed,Minor injury,High,Increase supervisory monitoring,In Progress,0,08_3Factor_2
08_3-013,2024-10-31,VDU,GD-22,Material Handling,Instrumentation,Maintenance continued without confirmed isolation | Emergency shutdown button was defective and replacement was delayed | Loose flange had been reported during two previous rounds,False,True,True,True,3,Equipment degradation,Fire,Low,Review permit and JSA,Closed,0,08_3Factor_2
08_3-014,2026-01-04,Utilities,CDU-LINE-14,Work at Height,Instrumentation,Hot work continued before required gas test was completed | Pressure gauge malfunction remained awaiting replacement | Pipeline corrosion had appeared in two previous inspections,False,True,True,True,4,Equipment degradation,Fire,Low,Stop work and enforce PPE,Open,0,08_3Factor_2
08_3-015,2025-10-18,Hydrotreating Unit,V-110,Preventive Maintenance,Operations,Maintenance continued without confirmed isolation | Emergency shutdown button was defective and replacement was delayed | Gas detector abnormal readings had generated repeated reports,False,True,True,True,0,Unsafe condition,Lost-time injury,High,Repair/replace defective equipment,In Progress,0,08_3Factor_2
08_3-016,2026-05-17,FCC,FCC-LINE-08,Work at Height,Electrical Maintenance,Repeated contractor PPE violations were not escalated | Cooling-water restriction remained unresolved | Oil accumulation near pump had generated repeated housekeeping complaints,False,True,True,True,3,Unsafe condition,Fire,Medium,Stop work and enforce PPE,Overdue,0,08_3Factor_2
08_3-017,2025-01-11,Loading Bay,FCC-LINE-08,Inspection,Operations,Repeated contractor PPE violations were not escalated | Gas detector gave intermittent readings and maintenance ticket remained open | Valve leakage had repeatedly been treated only with temporary packing adjustment,False,True,True,True,1,Deferred maintenance,Minor injury,Low,Repair/replace defective equipment,Closed,0,08_3Factor_2
08_3-018,2025-12-19,VDU,V-110,Breakdown Maintenance,HSE,Supervisor observed missing PPE but allowed work to continue | Gas detector gave intermittent readings and maintenance ticket remained open | Valve leakage had repeatedly been treated only with temporary packing adjustment,False,True,True,True,3,Unsafe act,Lost-time injury,Medium,Stop work and enforce PPE,Overdue,0,08_3Factor_2
08_3-019,2026-03-02,Hydrotreating Unit,TK-302,Material Handling,Instrumentation,Work continued after permit expiry | Pump abnormal vibration inspection was postponed | Poor lighting had been reported repeatedly,False,True,True,True,1,Unsafe condition,Fire,Medium,Review permit and JSA,In Progress,0,08_3Factor_2
08_3-020,2025-09-06,CDU,C-204,Hot Work,Mechanical Maintenance,Confined-space work continued without continuous attendant supervision | Corrosion on process pipeline was identified but repair was deferred | Emergency shower low pressure had been reported repeatedly,False,True,True,True,1,Procedure not followed,Lost-time injury,High,Review permit and JSA,In Progress,0,08_3Factor_2
08_3-021,2025-01-13,Utilities,FCC-LINE-08,Inspection,Contractor,Work continued after permit expiry | Pump abnormal vibration inspection was postponed | Pump leakage had been reported twice previously,False,True,True,True,3,Deferred maintenance,Fire,Medium,Implement permanent corrective action,Overdue,0,08_3Factor_2
08_3-022,2026-01-23,Sulfur Recovery Unit,C-102,Material Handling,Electrical Maintenance,Confined-space work continued without continuous attendant supervision | Pump abnormal vibration inspection was postponed | Compressor abnormal vibration had been reported three times,False,True,True,True,4,Procedure not followed,Minor injury,Low,Implement permanent corrective action,Open,0,08_3Factor_2
08_3-023,2024-01-06,FCC,E-207,Routine Operation,HSE,Minor leakage was observed but work was allowed to continue | Repeated mechanical seal leakage was deferred to shutdown | Emergency shower low pressure had been reported repeatedly,False,True,True,True,2,Unsafe condition,Fire,High,Complete overdue inspection,In Progress,0,08_3Factor_2
08_3-024,2025-05-30,Utilities,P-305,Hot Work,Operations,Lifting operation continued despite unsafe weather conditions | Emergency shutdown button was defective and replacement was delayed | Gas detector abnormal readings had generated repeated reports,False,True,True,True,0,Inadequate supervision,Equipment damage,Medium,Stop work and enforce PPE,In Progress,0,08_3Factor_2
08_3-025,2025-05-26,Sulfur Recovery Unit,V-215,Breakdown Maintenance,Electrical Maintenance,Lifting operation continued despite unsafe weather conditions | Gas detector gave intermittent readings and maintenance ticket remained open | Pipeline corrosion had appeared in two previous inspections,False,True,True,True,2,Equipment degradation,Equipment damage,Medium,Review permit and JSA,In Progress,0,08_3Factor_2
08_3-026,2025-07-23,FCC,P-101,Material Handling,Electrical Maintenance,Work continued after permit expiry | Hydrocarbon leakage from process pipeline flange remained pending for repair | Poor lighting had been reported repeatedly,False,True,True,True,1,Unsafe condition,Lost-time injury,Low,Implement permanent corrective action,Overdue,0,08_3Factor_2
08_3-027,2025-03-22,Tank Farm,P-204,Breakdown Maintenance,Operations,Work continued after permit expiry | Hydrocarbon leakage from process pipeline flange remained pending for repair | Oil accumulation near pump had generated repeated housekeeping complaints,False,True,True,True,2,Inadequate supervision,Hydrocarbon release,High,Stop work and enforce PPE,In Progress,0,08_3Factor_2
08_3-028,2026-06-08,CDU,E-207,Breakdown Maintenance,Instrumentation,Maintenance continued without confirmed isolation | Pressure gauge malfunction remained awaiting replacement | Bearing temperature had repeatedly been reported as abnormal,False,True,True,True,2,Unsafe act,Equipment damage,Medium,Repair/replace defective equipment,Overdue,0,08_3Factor_2
08_3-029,2025-11-24,Maintenance Area,P-204,Work at Height,Mechanical Maintenance,Lifting operation continued despite unsafe weather conditions | Hydrocarbon leakage from process pipeline flange remained pending for repair | Pipeline corrosion had appeared in two previous inspections,False,True,True,True,0,Unsafe act,Fire,High,Stop work and enforce PPE,Overdue,0,08_3Factor_2
08_3-030,2026-04-30,CDU,FCC-LINE-08,Material Handling,Electrical Maintenance,Work continued after permit expiry | Emergency shutdown button was defective and replacement was delayed | Pipeline corrosion had appeared in two previous inspections,False,True,True,True,4,Equipment degradation,Fire,Low,Implement permanent corrective action,In Progress,0,08_3Factor_2
08_3-031,2024-08-04,Utilities,C-204,Breakdown Maintenance,Mechanical Maintenance,Confined-space work continued without continuous attendant supervision | Cooling-water restriction remained unresolved | Pump leakage had been reported twice previously,False,True,True,True,0,Corrective action not closed,Minor injury,High,Increase supervisory monitoring,Overdue,0,08_3Factor_2
08_3-032,2024-04-01,VDU,C-204,Material Handling,Instrumentation,Welding continued near hydrocarbon equipment without adequate controls | Pressure gauge malfunction remained awaiting replacement | Emergency shower low pressure had been reported repeatedly,False,True,True,True,3,Equipment degradation,Lost-time injury,Medium,Increase supervisory monitoring,Closed,0,08_3Factor_2
08_3-033,2026-07-14,Hydrogen Unit,E-101,Material Handling,Instrumentation,Abnormal equipment vibration was reported but operation continued | Pressure gauge malfunction remained awaiting replacement | Loose flange had been reported during two previous rounds,False,True,True,True,0,Deferred maintenance,Equipment damage,Medium,Complete overdue inspection,Overdue,0,08_3Factor_2
08_3-034,2024-04-02,CDU,E-207,Work at Height,Instrumentation,Lifting operation continued despite unsafe weather conditions | Repeated mechanical seal leakage was deferred to shutdown | Gas detector abnormal readings had generated repeated reports,False,True,True,True,3,Equipment degradation,Minor injury,High,Repair/replace defective equipment,In Progress,0,08_3Factor_2
08_3-035,2026-08-11,VDU,PSV-114,Material Handling,Electrical Maintenance,Minor leakage was observed but work was allowed to continue | Damaged electrical cable received only temporary protection | Compressor abnormal vibration had been reported three times,False,True,True,True,2,Unsafe condition,Hydrocarbon release,High,Repair/replace defective equipment,Closed,0,08_3Factor_2
